Seccion,Municipio,Nominal_2009,Nominal_2015,Nominal_2021,Proyeccion_Nominal_2027,Morena_2009,Oposicion_2009,Morena_2015,Oposicion_2015,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion,Coordinador_Estatal,Coordinador_Distrital_Federal,Coordinador_Municipal,Coordinadores_De_Brigada_Requeridos,Brigadistas_Requeridos,Coordinadores_Seccionales_Requeridos,Protagonistas_Movilizadores_Requeridos,Votos_Nivel_1_Requeridos
118,Hermosillo,1247,1346,1434,1537,57,464,121,415,428,356,56.3%,866,434,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,5,44,434
119,Hermosillo,1671,1804,1921,2059,63,633,285,616,494,518,54.3%,1117,559,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,6,56,559
120,Hermosillo,2609,2817,3000,3217,90,1020,470,1038,958,868,62.7%,2018,1010,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,3,11,101,1010
121,Hermosillo,857,925,985,1056,31,349,63,333,334,272,63.4%,668,335,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,4,34,335
122,Hermosillo,2589,2796,2977,3192,174,1227,505,968,630,898,52.9%,1688,845,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,9,85,845
123,Hermosillo,714,771,821,880,23,332,133,271,245,248,61.9%,544,273,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,3,28,273
124,Hermosillo,1637,1767,1882,2017,56,595,278,689,502,401,49.4%,996,499,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,5,50,499
125,Hermosillo,1494,1613,1718,1842,98,648,196,654,464,568,61.9%,1139,570,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,6,57,570
126,Hermosillo,2845,3072,3271,3507,198,1324,499,1371,696,706,44.2%,1549,775,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,8,78,775
127,Hermosillo,682,736,784,840,15,277,133,320,266,208,62.2%,522,262,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,3,27,262
128,Hermosillo,1469,1586,1689,1811,112,662,126,688,567,411,59.7%,1080,541,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,6,55,541
129,Hermosillo,2900,3132,3334,3574,211,1310,450,1431,842,757,49.4%,1766,884,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,9,89,884
130,Hermosillo,2629,2839,3023,3241,170,1267,407,954,946,666,54.9%,1780,891,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,9,90,891
131,Hermosillo,1792,1935,2060,2208,84,860,224,939,589,694,64.2%,1416,709,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,8,71,709
132,Hermosillo,2189,2364,2517,2699,143,1189,242,771,654,926,64.7%,1745,873,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,9,88,873
133,Hermosillo,2522,2723,2900,3109,188,1362,502,1144,983,782,62.7%,1950,976,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,10,98,976
134,Hermosillo,2482,2680,2854,3060,66,1208,501,1051,633,488,40.5%,1238,620,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,7,62,620
135,Hermosillo,2030,2192,2334,2502,114,1105,283,768,636,631,56.0%,1400,701,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,8,71,701
136,Hermosillo,2858,3086,3286,3523,169,1201,541,1104,1140,749,59.3%,2087,1044,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,3,11,105,1044
137,Hermosillo,796,859,915,981,33,445,107,428,272,205,53.7%,526,264,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,3,27,264
138,Hermosillo,1292,1395,1485,1592,51,502,136,739,374,316,47.9%,762,382,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,4,39,382
139,Hermosillo,506,546,581,622,38,268,99,233,162,103,47.0%,292,147,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,2,15,147
140,Hermosillo,889,960,1022,1095,69,446,115,262,342,274,62.1%,680,341,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,4,35,341
141,Hermosillo,2618,2827,3010,3227,136,1120,375,1160,838,733,53.8%,1735,868,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,9,87,868
142,Hermosillo,2886,3116,3318,3557,213,1325,619,1173,809,901,53.1%,1888,945,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,10,95,945
143,Hermosillo,1253,1353,1440,1543,58,722,220,485,367,296,47.4%,731,366,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,4,37,366
144,Hermosillo,2336,2522,2686,2880,76,1390,334,839,868,763,62.6%,1802,902,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,10,91,902
145,Hermosillo,2231,2409,2565,2750,168,1190,391,709,469,606,43.2%,1187,594,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,6,60,594
146,Hermosillo,1046,1129,1202,1288,52,359,202,478,317,323,54.8%,706,354,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,4,36,354
147,Hermosillo,2979,3217,3425,3672,156,1461,463,1216,1076,932,60.4%,2219,1110,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,3,12,111,1110
148,Hermosillo,2152,2324,2474,2652,182,1055,258,939,646,513,48.3%,1279,640,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,7,64,640
149,Hermosillo,791,854,909,974,53,359,116,277,312,228,61.2%,595,298,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,3,30,298
150,Hermosillo,1836,1982,2111,2263,99,755,330,873,533,407,45.9%,1038,520,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,6,52,520
151,Hermosillo,2177,2351,2503,2683,151,843,176,809,965,613,65.0%,1742,872,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,9,88,872
152,Hermosillo,2103,2271,2418,2592,156,1112,288,920,666,666,56.8%,1471,736,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,8,74,736
153,Hermosillo,2509,2709,2885,3093,147,1162,441,1147,688,468,41.3%,1276,639,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,7,64,639
154,Hermosillo,1332,1438,1531,1641,56,630,202,472,433,295,49.0%,803,402,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,5,41,402
155,Hermosillo,2879,3109,3310,3549,162,1163,593,1254,813,608,44.2%,1569,785,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,8,79,785
156,Hermosillo,2497,2696,2871,3078,169,1347,371,829,894,726,58.2%,1790,896,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,9,90,896
157,Hermosillo,2510,2710,2886,3094,67,985,605,1104,684,938,57.9%,1792,897,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,9,90,897
158,Hermosillo,1403,1515,1613,1729,69,677,202,633,454,306,48.5%,839,420,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,5,42,420
159,Hermosillo,2115,2284,2432,2607,140,1100,309,606,553,488,44.1%,1150,576,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,6,58,576
160,Hermosillo,1001,1081,1151,1234,58,411,173,342,248,239,43.6%,538,270,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,3,27,270
161,Hermosillo,2622,2831,3015,3233,210,1348,382,833,770,601,46.9%,1515,758,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,8,76,758
162,Hermosillo,719,776,826,885,41,280,128,310,215,206,52.5%,465,233,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,3,24,233
163,Hermosillo,2717,2934,3124,3349,259,1454,271,1378,564,683,41.1%,1377,689,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,7,69,689
164,Hermosillo,890,961,1023,1096,46,444,154,299,368,264,63.6%,697,349,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,4,35,349
165,Hermosillo,568,613,653,700,32,195,71,191,155,115,42.6%,298,150,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,2,15,150
166,Hermosillo,1232,1330,1416,1518,83,503,142,421,329,263,43.1%,653,327,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,4,33,327
167,Hermosillo,1437,1551,1652,1771,81,535,214,492,496,459,59.6%,1054,528,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,6,53,528
168,Hermosillo,970,1047,1115,1195,66,482,135,399,253,200,41.8%,499,250,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,3,25,250
169,Hermosillo,1546,1669,1777,1905,48,821,129,537,396,544,54.5%,1038,520,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,6,52,520
170,Hermosillo,1913,2066,2199,2357,130,772,414,862,458,484,44.2%,1040,521,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,6,53,521
171,Hermosillo,2801,3025,3221,3454,133,1066,399,852,938,988,61.6%,2128,1065,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,3,11,107,1065
172,Hermosillo,1943,2098,2234,2395,82,740,262,615,594,801,64.4%,1541,771,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,8,78,771
173,Hermosillo,1827,1973,2101,2253,105,726,299,842,443,568,49.6%,1117,559,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,6,56,559
174,Hermosillo,519,560,596,638,26,238,68,159,142,186,56.7%,361,181,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,2,19,181
175,Hermosillo,2318,2503,2665,2857,66,860,217,1108,537,565,42.6%,1217,609,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,7,61,609
176,Hermosillo,621,670,714,765,52,332,65,222,161,227,56.0%,428,215,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,3,22,215
177,Hermosillo,1387,1497,1595,1710,76,498,205,690,382,517,58.1%,992,497,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,5,50,497
178,Hermosillo,961,1037,1105,1184,49,353,108,539,422,262,63.8%,755,378,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,4,38,378
179,Hermosillo,1311,1415,1507,1615,79,679,122,558,404,305,48.4%,782,392,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,4,40,392
180,Hermosillo,1090,1177,1253,1343,55,388,115,533,357,360,59.0%,792,397,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,4,40,397
181,Hermosillo,2879,3109,3310,3549,85,1438,295,991,795,502,40.4%,1433,717,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,8,72,717
182,Hermosillo,2351,2539,2703,2898,89,918,218,1165,727,673,53.4%,1547,774,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,8,78,774
183,Hermosillo,942,1017,1083,1161,50,513,95,478,411,259,63.7%,739,370,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,4,37,370
184,Hermosillo,1630,1760,1874,2009,59,959,392,698,430,554,54.1%,1087,544,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,6,55,544
185,Hermosillo,963,1040,1107,1186,29,434,152,336,378,301,63.2%,749,375,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,4,38,375
186,Hermosillo,1902,2054,2187,2345,66,982,283,893,735,487,57.6%,1349,675,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,7,68,675
187,Hermosillo,1938,2093,2228,2388,71,731,291,529,560,370,43.0%,1026,514,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,6,52,514
188,Hermosillo,1406,1518,1616,1732,40,726,205,581,330,321,41.5%,719,360,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,4,36,360
189,Hermosillo,2480,2678,2852,3058,81,1316,590,1065,697,912,58.1%,1777,889,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,9,89,889
190,Hermosillo,805,869,925,991,76,422,81,375,258,214,52.5%,520,261,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,3,27,261
191,Hermosillo,2660,2872,3058,3278,163,1087,528,1235,710,857,52.8%,1731,866,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,9,87,866
192,Hermosillo,2029,2191,2333,2501,110,1052,421,803,560,515,47.5%,1187,594,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,6,60,594
193,Hermosillo,2801,3025,3221,3454,167,932,435,827,1087,865,62.5%,2157,1079,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,3,11,108,1079
194,Hermosillo,2968,3205,3413,3660,161,1376,323,970,794,712,45.5%,1664,833,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,9,84,833
195,Hermosillo,2939,3174,3379,3623,277,1540,314,1477,860,932,54.7%,1980,991,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,10,100,991
196,Hermosillo,2578,2784,2964,3178,86,1269,412,1009,557,721,44.4%,1412,707,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,8,71,707
197,Hermosillo,2711,2927,3117,3342,206,1458,293,1207,708,566,42.1%,1407,704,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,8,71,704
198,Hermosillo,717,774,824,883,58,342,94,262,268,185,56.7%,500,251,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,3,26,251
199,Hermosillo,1910,2062,2196,2354,116,681,374,876,530,636,54.7%,1288,645,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,7,65,645
200,Hermosillo,686,740,788,844,27,250,87,239,230,219,58.6%,494,248,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,3,25,248
201,Hermosillo,774,835,890,954,27,410,98,345,183,208,45.3%,431,216,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,3,22,216
202,Hermosillo,2079,2245,2390,2562,126,935,172,796,635,724,58.6%,1501,751,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,8,76,751
203,Hermosillo,871,940,1001,1073,32,415,114,271,315,252,58.3%,626,314,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,4,32,314
204,Hermosillo,2125,2295,2443,2619,104,875,421,841,443,614,44.6%,1167,584,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,6,59,584
205,Hermosillo,2279,2461,2620,2809,171,1211,257,1050,606,461,41.9%,1178,590,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,6,59,590
206,Hermosillo,535,577,615,659,25,211,84,244,168,192,60.3%,397,199,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,1,2,20,199
207,Hermosillo,2572,2777,2957,3170,116,1248,259,963,639,712,47.1%,1492,747,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,2,8,75,747
208,Hermosillo,1643,1774,1889,2025,45,664,211,798,521,416,51.1%,1034,518,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,6,52,518
209,Hermosillo,2781,3003,3198,3429,140,996,507,1194,667,703,44.2%,1513,757,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,2,8,76,757
210,Hermosillo,2075,2241,2386,2558,161,980,157,813,636,750,59.8%,1530,766,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,8,77,766
211,Hermosillo,2813,3038,3234,3467,108,1386,384,853,770,1071,58.7%,2033,1017,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,3,11,102,1017
212,Hermosillo,2123,2292,2441,2617,123,1085,281,1063,534,710,52.5%,1374,688,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,2,7,69,688
213,Hermosillo,1123,1212,1291,1384,39,455,119,434,444,303,59.6%,825,413,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Sur),1,1,5,42,413
214,Hermosillo,2618,2827,3010,3227,117,1372,419,982,760,597,46.4%,1498,750,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Este),1,2,8,75,750
215,Hermosillo,680,734,781,837,47,339,72,243,182,225,53.6%,449,225,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Zona Oeste),1,1,3,23,225
216,Hermosillo,1350,1458,1552,1664,32,552,170,676,299,326,41.5%,690,346,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Zona Norte),1,1,4,35,346
