Seccion,Municipio,Nominal_2009,Nominal_2015,Nominal_2021,Proyeccion_Nominal_2027,Morena_2009,Oposicion_2009,Morena_2015,Oposicion_2015,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion
1011,Hermosillo,573,2056,2709,6644,29,201,433,783,670,771,54.8%,3642,1822,Competida (Swing)
1012,Cajeme,2714,2806,3445,3895,117,1278,232,978,987,723,51.1%,1992,997,Segura (Crecimiento Alto)
1013,San Luis Rio Colorado,2878,2214,3012,3207,152,1497,331,590,719,537,43.0%,1377,689,Segura (Crecimiento Alto)
1014,Navojoa,2783,1542,2343,2429,233,1326,168,524,786,666,63.8%,1550,776,Segura (Crecimiento Alto)
1015,Nogales,2733,1837,1820,1513,161,971,142,705,656,459,63.1%,955,478,Segura (Crecimiento Alto)
1016,Cajeme,2960,3154,933,635,145,1578,262,1038,288,263,60.9%,386,194,Favorable (Estable)
1017,Guaymas,1711,2701,1604,1742,104,894,261,966,388,356,47.8%,832,417,Segura (Crecimiento Alto)
1018,Cajeme,1811,1496,3111,4519,114,787,150,781,637,753,46.0%,2080,1041,Competida (Swing)
1019,Guaymas,2714,3222,1399,1134,88,1264,319,1580,322,265,43.2%,490,246,Favorable (Estable)
1020,Hermosillo,1946,2707,1463,1412,108,903,562,1062,436,428,60.8%,858,430,Favorable (Estable)
1021,Cajeme,1886,2388,1777,1786,94,783,236,967,578,425,58.1%,1038,520,Segura (Crecimiento Alto)
1022,San Luis Rio Colorado,1171,547,2619,6881,98,549,66,199,576,564,44.9%,3087,1544,Segura (Crecimiento Alto)
1023,Guaymas,2079,2077,1281,1034,81,758,218,1041,291,255,43.9%,453,227,Segura (Crecimiento Alto)
1024,Navojoa,1146,1787,793,794,54,540,149,757,235,210,57.8%,458,230,Segura (Crecimiento Alto)
1025,San Luis Rio Colorado,2205,2252,1796,1633,113,820,451,851,361,397,43.5%,710,356,Competida (Swing)
1026,San Luis Rio Colorado,2441,1686,1972,1834,206,1216,251,524,467,444,47.6%,873,437,Segura (Crecimiento Alto)
1027,Nogales,1846,2205,841,662,83,847,315,586,234,171,49.6%,328,165,Favorable (Estable)
1028,San Luis Rio Colorado,771,2921,2425,5600,34,317,566,1246,645,778,60.5%,3387,1694,Competida (Swing)
1029,Navojoa,729,2640,3423,8417,38,322,357,711,1054,665,51.8%,4357,2179,Segura (Crecimiento Alto)
1030,San Luis Rio Colorado,2558,2241,1877,1608,118,920,434,771,629,410,57.1%,917,459,Segura (Crecimiento Alto)
1031,Guaymas,2548,960,2680,4245,205,1197,91,488,805,599,54.0%,2291,1146,Segura (Crecimiento Alto)
1032,Guaymas,963,957,615,503,29,472,102,386,183,116,50.1%,251,126,Segura (Crecimiento Alto)
1033,Navojoa,2771,2300,1935,1617,207,1213,320,860,545,516,56.5%,913,457,Segura (Crecimiento Alto)
1034,Nogales,1757,2171,1826,1896,87,779,323,587,543,498,58.8%,1114,558,Segura (Crecimiento Alto)
1035,Nogales,2497,2448,3038,3374,153,975,311,856,542,657,40.7%,1372,687,Competida (Swing)
1036,San Luis Rio Colorado,1674,3157,2208,2854,40,635,636,1228,548,390,43.8%,1248,625,Favorable (Estable)
1037,Hermosillo,2722,3034,1984,1754,93,1098,385,832,413,417,43.1%,755,378,Competida (Swing)
1038,Guaymas,1486,977,3392,7003,96,766,202,404,659,785,43.9%,3072,1537,Competida (Swing)
1039,Navojoa,2514,1753,2316,2337,168,1285,150,555,473,504,43.5%,1016,509,Competida (Swing)
1040,Cajeme,2580,2582,1232,910,165,1192,408,981,263,328,49.4%,449,225,Competida (Swing)
1041,San Luis Rio Colorado,2122,3161,3403,4366,132,922,465,1173,812,1017,55.4%,2418,1210,Competida (Swing)
1042,Nogales,1710,798,2450,4332,85,588,53,266,442,624,44.8%,1941,971,Competida (Swing)
1043,Cajeme,1162,1836,1655,2053,53,524,141,621,454,582,64.5%,1324,663,Competida (Swing)
1044,Nogales,897,969,2052,3281,50,432,154,385,446,393,42.1%,1381,691,Segura (Crecimiento Alto)
1045,Hermosillo,1290,3041,2354,3685,63,483,465,1127,554,748,57.0%,2100,1051,Competida (Swing)
1046,Guaymas,842,2665,963,1697,63,422,417,1001,261,176,46.7%,792,397,Favorable (Estable)
1047,Nogales,2534,1814,2748,3065,157,1246,241,593,765,553,49.4%,1514,758,Segura (Crecimiento Alto)
1048,San Luis Rio Colorado,925,1179,1190,1358,30,528,115,516,380,343,62.6%,850,426,Segura (Crecimiento Alto)
1049,Hermosillo,2692,1372,2570,3061,192,1176,234,528,528,508,41.6%,1272,637,Segura (Crecimiento Alto)
1050,Hermosillo,935,961,890,869,32,391,175,394,289,181,54.4%,472,237,Segura (Crecimiento Alto)
1051,Cajeme,1633,552,1627,2672,51,643,95,221,522,447,61.3%,1639,820,Segura (Crecimiento Alto)
1052,Nogales,845,2787,2117,4295,53,311,542,1056,608,690,63.2%,2714,1358,Competida (Swing)
1053,Guaymas,2823,2754,3058,3189,168,1010,433,1209,579,698,43.0%,1372,687,Competida (Swing)
1054,Nogales,2745,592,877,744,161,1539,80,241,169,185,41.5%,308,155,Competida (Swing)
1055,Cajeme,525,2209,3075,8609,32,207,164,806,826,883,57.3%,4930,2466,Competida (Swing)
1056,San Luis Rio Colorado,844,844,2914,6487,23,379,91,267,702,757,51.6%,3348,1675,Competida (Swing)
1057,Guaymas,1173,1539,2093,2796,64,598,183,441,487,453,46.3%,1294,648,Segura (Crecimiento Alto)
1058,Guaymas,1185,1180,832,707,29,494,193,506,208,175,47.4%,334,168,Favorable (Estable)
1059,Guaymas,2022,2354,836,635,148,1027,419,979,188,265,55.9%,354,178,Competida (Swing)
1060,Navojoa,556,766,2058,4182,26,293,78,293,398,554,47.7%,1993,997,Competida (Swing)
1061,Navojoa,1632,1683,3259,4835,93,580,272,623,792,660,45.9%,2219,1110,Segura (Crecimiento Alto)
1062,Cajeme,2522,872,2079,2837,127,1153,83,263,590,657,61.8%,1753,877,Competida (Swing)
1063,Navojoa,1667,939,3179,6276,113,874,119,434,792,1116,61.8%,3881,1941,Competida (Swing)
1064,Guaymas,1812,3196,2797,3690,121,983,588,1078,870,740,59.3%,2188,1095,Segura (Crecimiento Alto)
1065,Hermosillo,1667,797,1317,1402,102,844,111,248,354,277,49.4%,691,346,Segura (Crecimiento Alto)
1066,San Luis Rio Colorado,1020,3225,2103,4010,37,560,432,1508,544,443,48.4%,1939,970,Segura (Crecimiento Alto)
1067,Hermosillo,2236,1426,1950,1955,58,880,151,516,398,449,44.8%,875,438,Competida (Swing)
1068,San Luis Rio Colorado,981,1761,2697,4485,61,384,235,487,556,572,43.1%,1932,967,Competida (Swing)
1069,Guaymas,2711,1654,2778,3180,70,1037,317,567,592,585,43.7%,1388,695,Segura (Crecimiento Alto)
1070,Guaymas,2446,873,1667,1889,159,907,173,332,374,295,41.3%,780,391,Segura (Crecimiento Alto)
1071,Navojoa,927,1635,2810,4892,46,462,151,655,732,669,51.4%,2513,1257,Segura (Crecimiento Alto)
1072,Nogales,867,709,3448,9793,65,475,73,235,991,839,54.7%,5356,2679,Segura (Crecimiento Alto)
1073,Hermosillo,1044,2351,1220,1690,55,399,249,667,304,200,42.5%,718,360,Segura (Crecimiento Alto)
1074,Guaymas,1971,662,3330,8934,98,994,101,236,862,1135,61.8%,5521,2761,Competida (Swing)
1075,Guaymas,1496,1351,814,612,49,565,101,445,212,141,44.6%,272,137,Segura (Crecimiento Alto)
1076,Guaymas,2865,2191,2389,2215,188,1550,268,647,525,746,54.8%,1214,608,Competida (Swing)
1077,Guaymas,772,2582,2214,4651,21,360,222,1187,629,455,50.5%,2346,1174,Segura (Crecimiento Alto)
1078,Cajeme,2807,2399,3438,3932,236,1363,416,1033,926,857,53.5%,2102,1052,Segura (Crecimiento Alto)
1079,Cajeme,1655,2876,1658,1918,55,820,410,904,564,360,57.4%,1101,551,Segura (Crecimiento Alto)
1080,Guaymas,2728,1344,3092,4318,101,1541,169,585,856,815,55.7%,2404,1203,Segura (Crecimiento Alto)
1081,Cajeme,2206,2049,2110,2066,88,1121,299,604,352,470,40.1%,829,415,Competida (Swing)
1082,San Luis Rio Colorado,1268,1562,2440,3408,67,717,145,484,789,510,54.9%,1870,936,Segura (Crecimiento Alto)
1083,Nogales,2918,909,1530,1525,126,1445,122,360,291,394,46.1%,703,352,Competida (Swing)
1084,Navojoa,2776,712,3142,7335,145,1303,85,330,1114,856,64.6%,4739,2370,Segura (Crecimiento Alto)
1085,Guaymas,1179,859,1039,1006,57,444,69,293,294,254,54.3%,546,274,Segura (Crecimiento Alto)
1086,Hermosillo,1611,2384,1723,1897,146,840,188,776,364,331,41.6%,788,395,Segura (Crecimiento Alto)
1087,Guaymas,1723,1788,1520,1434,90,760,195,725,410,334,50.5%,723,362,Segura (Crecimiento Alto)
1088,Cajeme,1192,3133,616,870,87,623,405,851,128,173,50.3%,437,219,Competida (Swing)
1089,San Luis Rio Colorado,2679,2690,681,428,141,1330,277,1153,160,110,40.8%,174,88,Favorable (Estable)
1090,San Luis Rio Colorado,2794,730,1576,1907,112,1239,89,231,405,393,52.2%,994,498,Segura (Crecimiento Alto)
1091,Cajeme,568,749,917,1165,30,299,106,272,204,190,44.3%,515,258,Segura (Crecimiento Alto)
1092,Navojoa,1711,1681,600,401,92,684,142,542,146,134,48.0%,192,97,Favorable (Estable)
1093,San Luis Rio Colorado,1871,1959,1754,1703,102,640,232,674,570,439,59.3%,1009,505,Segura (Crecimiento Alto)
1094,San Luis Rio Colorado,509,2907,3424,11794,32,246,500,929,764,769,46.1%,5442,2722,Competida (Swing)
1095,Cajeme,1158,761,2379,4500,48,680,116,288,663,490,49.9%,2247,1124,Segura (Crecimiento Alto)
1096,Guaymas,1179,1402,824,732,81,509,260,528,169,227,49.5%,362,182,Competida (Swing)
1097,Guaymas,673,2001,1253,2255,15,257,199,604,286,345,51.9%,1169,585,Competida (Swing)
1098,Hermosillo,1592,2825,2822,3913,153,848,339,1255,554,740,47.2%,1848,925,Competida (Swing)
1099,Cajeme,2175,2688,3299,4062,73,1232,429,820,953,1013,61.4%,2494,1248,Competida (Swing)
1100,Nogales,1106,960,1118,1136,36,409,135,338,391,265,60.5%,686,344,Segura (Crecimiento Alto)
1101,Hermosillo,1095,1959,2297,3401,36,626,386,798,517,462,43.9%,1493,747,Segura (Crecimiento Alto)
1102,San Luis Rio Colorado,1240,2090,3359,5530,67,422,318,957,611,791,43.0%,2378,1190,Competida (Swing)
1103,Guaymas,2034,884,939,702,92,739,158,365,236,281,56.7%,397,199,Competida (Swing)
1104,San Luis Rio Colorado,2125,3017,3047,3701,180,1129,259,1186,896,753,55.8%,2063,1032,Segura (Crecimiento Alto)
1105,Nogales,1500,956,1089,967,84,743,126,456,231,235,44.1%,426,214,Competida (Swing)
1106,Cajeme,2913,1945,2546,2516,205,1610,395,802,454,543,40.3%,1014,508,Competida (Swing)
1107,Guaymas,1869,2190,2218,2422,104,999,236,882,732,581,61.0%,1477,739,Segura (Crecimiento Alto)
1108,Hermosillo,1645,1573,2090,2387,49,785,213,555,395,461,42.2%,1007,504,Competida (Swing)
1109,Navojoa,2725,2719,3113,3335,83,1305,371,702,1064,710,58.7%,1958,980,Segura (Crecimiento Alto)
1110,Nogales,633,3137,1030,2721,23,345,400,1305,224,309,53.3%,1450,726,Competida (Swing)
1111,Navojoa,858,2813,1228,2281,40,396,276,823,423,267,57.9%,1320,661,Segura (Crecimiento Alto)
1112,Navojoa,1766,1674,956,726,120,781,198,738,272,173,47.9%,347,174,Segura (Crecimiento Alto)
1113,Hermosillo,2043,1791,1367,1120,91,877,311,721,376,315,52.1%,583,292,Segura (Crecimiento Alto)
1114,San Luis Rio Colorado,2053,1469,2022,2114,113,1120,156,666,463,389,43.4%,917,459,Segura (Crecimiento Alto)
1115,Cajeme,731,3170,1953,4836,29,305,293,1601,503,419,48.6%,2352,1177,Segura (Crecimiento Alto)
1116,Navojoa,2377,1233,1568,1403,89,1353,179,511,446,505,62.5%,876,439,Competida (Swing)
1117,Navojoa,2388,2775,1337,1098,74,1027,389,712,357,322,52.3%,574,288,Favorable (Estable)
1118,Navojoa,1712,2800,2778,3649,91,812,488,1118,853,581,53.2%,1941,971,Segura (Crecimiento Alto)
1119,Hermosillo,778,964,1281,1644,18,337,123,319,361,275,51.1%,840,421,Segura (Crecimiento Alto)
1120,Nogales,2656,1562,848,479,120,1268,144,467,164,217,46.2%,221,111,Competida (Swing)
1121,Cajeme,2682,2801,2599,2562,125,1081,362,1199,896,702,63.4%,1623,812,Segura (Crecimiento Alto)
1122,San Luis Rio Colorado,2770,2955,2080,1841,128,973,416,1199,451,582,51.2%,941,471,Competida (Swing)
1123,Hermosillo,2170,3127,3144,3845,94,895,412,1139,870,570,47.2%,1814,908,Segura (Crecimiento Alto)
1124,Navojoa,2983,1230,2082,2191,135,1387,147,469,607,471,53.4%,1169,585,Segura (Crecimiento Alto)
1125,Navojoa,1359,1857,2631,3661,63,596,152,698,600,458,41.4%,1516,759,Segura (Crecimiento Alto)
1126,Nogales,941,762,1597,2320,45,359,154,310,370,279,41.9%,971,486,Segura (Crecimiento Alto)
1127,San Luis Rio Colorado,2479,2951,2895,3143,106,1020,424,1179,1004,695,60.5%,1900,951,Segura (Crecimiento Alto)
1128,Hermosillo,2186,2500,1371,1159,78,1262,179,936,290,410,52.6%,609,305,Competida (Swing)
1129,San Luis Rio Colorado,1855,1156,3259,5609,83,762,205,375,878,848,54.6%,3061,1531,Segura (Crecimiento Alto)
1130,Hermosillo,1058,1198,2880,5092,71,471,117,493,762,684,51.7%,2634,1318,Segura (Crecimiento Alto)
1131,Guaymas,2916,3047,2021,1726,219,1502,559,1133,478,410,45.3%,781,391,Favorable (Estable)
1132,Hermosillo,2743,1940,1925,1635,96,1449,311,840,560,439,53.5%,873,437,Segura (Crecimiento Alto)
1133,Hermosillo,2166,1689,1562,1331,126,728,173,787,476,313,52.0%,692,347,Segura (Crecimiento Alto)
1134,Guaymas,1158,601,1789,3126,35,448,54,195,534,428,55.4%,1731,866,Segura (Crecimiento Alto)
1135,Guaymas,1858,1783,1099,866,68,673,280,577,266,305,53.5%,463,232,Competida (Swing)
1136,San Luis Rio Colorado,1678,1523,588,380,97,596,269,480,110,158,46.9%,178,90,Competida (Swing)
1137,Hermosillo,2869,830,1269,1153,82,1305,114,319,261,338,48.6%,560,281,Competida (Swing)
1138,Nogales,2583,2866,2481,2450,168,1293,336,1125,534,741,53.0%,1297,649,Competida (Swing)
1139,San Luis Rio Colorado,2517,2536,1481,1178,129,856,333,768,463,290,52.4%,617,309,Segura (Crecimiento Alto)
1140,Cajeme,2738,1614,2654,2964,157,1318,148,737,564,582,44.5%,1318,660,Competida (Swing)
1141,Navojoa,1015,1097,1331,1526,44,594,103,382,228,295,40.5%,617,309,Competida (Swing)
1142,Cajeme,2909,2095,2366,2187,224,1400,249,621,775,698,64.2%,1403,702,Segura (Crecimiento Alto)
1143,Nogales,1337,1500,2296,3045,69,649,204,637,621,784,63.1%,1920,961,Competida (Swing)
1144,Navojoa,2631,1469,3395,4870,61,1057,211,405,969,942,58.0%,2825,1413,Segura (Crecimiento Alto)
1145,Cajeme,1996,1713,2402,2714,136,1111,308,672,704,513,52.2%,1416,709,Segura (Crecimiento Alto)
1146,Navojoa,1405,2465,742,762,91,617,338,1067,150,199,48.4%,368,185,Competida (Swing)
1147,Cajeme,806,2471,2521,5150,51,349,399,712,489,602,44.6%,2296,1149,Competida (Swing)
1148,San Luis Rio Colorado,1906,564,2277,4933,54,900,88,190,577,687,57.2%,2822,1412,Competida (Swing)
1149,Cajeme,2030,1905,1432,1210,133,873,254,662,387,285,48.3%,584,293,Segura (Crecimiento Alto)
1150,Guaymas,2164,1852,1651,1442,143,816,382,681,449,496,59.0%,850,426,Competida (Swing)
1151,Nogales,2163,2887,1053,894,100,896,388,1059,283,300,57.1%,510,256,Competida (Swing)
1152,Navojoa,619,2733,1481,3670,37,213,557,1072,387,403,55.0%,2017,1009,Competida (Swing)
1153,Cajeme,1670,1639,2580,3296,53,830,234,469,923,680,64.0%,2110,1056,Segura (Crecimiento Alto)
1154,San Luis Rio Colorado,2801,1175,587,269,213,1544,191,384,152,109,45.8%,123,62,Favorable (Estable)
1155,Hermosillo,2412,1087,888,562,184,1334,157,381,329,217,63.3%,355,178,Segura (Crecimiento Alto)
1156,Guaymas,2861,573,2634,6317,234,1527,83,148,774,702,57.7%,3647,1824,Segura (Crecimiento Alto)
1157,Navojoa,1988,2741,2536,2921,70,950,207,1019,753,614,55.6%,1622,812,Segura (Crecimiento Alto)
1158,Navojoa,940,690,736,662,30,356,63,281,158,130,40.2%,266,134,Segura (Crecimiento Alto)
1159,Hermosillo,1086,772,3374,8572,57,521,73,361,860,849,52.2%,4474,2238,Segura (Crecimiento Alto)
1160,Navojoa,2597,1202,671,342,206,1339,94,395,190,214,62.0%,212,107,Competida (Swing)
1161,Navojoa,1343,643,1164,1332,62,621,95,177,387,300,60.8%,810,406,Segura (Crecimiento Alto)
1162,Cajeme,2176,2291,3198,3915,166,1082,306,624,1058,853,61.6%,2411,1206,Segura (Crecimiento Alto)
1163,San Luis Rio Colorado,2235,959,3424,6847,172,1171,166,338,994,779,53.4%,3653,1827,Segura (Crecimiento Alto)
1164,Guaymas,1893,3033,1749,1905,78,796,579,1250,401,328,42.9%,817,409,Favorable (Estable)
1165,Navojoa,1602,2137,953,848,73,685,248,968,242,170,44.5%,377,189,Favorable (Estable)
1166,Cajeme,766,1085,1036,1228,41,415,149,332,196,251,44.4%,545,273,Competida (Swing)
1167,Nogales,1977,1289,1182,927,87,957,173,344,211,283,43.1%,399,200,Competida (Swing)
1168,Guaymas,1600,1203,2735,4137,45,776,113,388,582,786,51.6%,2132,1067,Competida (Swing)
1169,Cajeme,837,1105,2778,5325,72,429,110,378,812,777,59.0%,3139,1570,Segura (Crecimiento Alto)
1170,Guaymas,2160,2077,1856,1721,114,921,252,572,566,409,54.1%,931,466,Segura (Crecimiento Alto)
1171,Cajeme,1443,1988,2894,4099,69,536,378,684,895,745,58.4%,2393,1197,Segura (Crecimiento Alto)
1172,Guaymas,2098,2169,961,709,63,862,160,830,268,278,58.5%,414,208,Competida (Swing)
1173,San Luis Rio Colorado,2786,2657,1390,1026,168,1254,258,947,360,414,57.3%,588,295,Competida (Swing)
1174,Cajeme,2655,2023,3044,3449,72,1102,226,579,691,491,40.0%,1380,691,Segura (Crecimiento Alto)
1175,Navojoa,2769,1512,2406,2571,128,1028,271,631,664,743,60.3%,1549,775,Competida (Swing)
1176,Navojoa,808,2082,1454,2380,24,312,370,803,392,286,48.0%,1142,572,Favorable (Estable)
1177,Hermosillo,673,1021,1461,2153,26,329,199,368,340,461,56.5%,1215,608,Competida (Swing)
1178,Navojoa,2368,1015,2999,5073,102,858,67,341,510,718,42.2%,2139,1070,Competida (Swing)
1179,Navojoa,1564,1185,2073,2598,90,566,177,560,523,476,49.6%,1289,645,Segura (Crecimiento Alto)
1180,Navojoa,1768,1172,601,353,114,821,182,396,185,122,52.6%,185,93,Favorable (Estable)
1181,San Luis Rio Colorado,780,1111,727,755,25,331,141,450,177,196,52.8%,398,200,Competida (Swing)
1182,Nogales,846,925,2221,3880,25,473,81,311,412,474,41.1%,1594,798,Competida (Swing)
1183,Hermosillo,2196,2737,1690,1574,118,991,480,1016,452,477,56.6%,891,446,Competida (Swing)
1184,Cajeme,1839,2845,951,894,135,825,249,1276,242,267,55.1%,492,247,Competida (Swing)
1185,Navojoa,2740,2750,1943,1661,94,1080,392,992,462,618,57.3%,951,476,Competida (Swing)
1186,Cajeme,1631,604,1440,1983,103,631,128,249,294,288,41.7%,826,414,Segura (Crecimiento Alto)
1187,San Luis Rio Colorado,1277,3079,3213,5549,81,581,254,1260,1018,998,64.7%,3588,1795,Segura (Crecimiento Alto)
1188,Hermosillo,1633,2643,1420,1530,96,641,215,1144,392,307,50.7%,775,388,Segura (Crecimiento Alto)
1189,Navojoa,1599,1463,1820,1964,81,654,138,712,535,612,64.9%,1275,638,Competida (Swing)
1190,Hermosillo,500,1493,2825,6890,16,223,204,667,999,684,61.4%,4231,2116,Segura (Crecimiento Alto)
1191,Navojoa,2537,3119,2172,2091,206,1186,489,1141,560,666,58.1%,1215,608,Competida (Swing)
1192,Guaymas,1269,2543,2458,3650,44,615,492,1090,602,703,54.7%,1997,999,Competida (Swing)
1193,Nogales,2295,1747,1929,1799,170,1232,282,564,456,308,40.8%,733,367,Segura (Crecimiento Alto)
1194,Cajeme,851,978,2863,5835,25,350,178,437,785,941,62.1%,3625,1813,Competida (Swing)
1195,San Luis Rio Colorado,2024,2378,1915,1896,145,817,227,937,662,512,63.2%,1197,599,Segura (Crecimiento Alto)
1196,Navojoa,518,3196,1990,6758,27,194,376,1633,588,421,52.3%,3531,1766,Segura (Crecimiento Alto)
1197,San Luis Rio Colorado,1627,1584,2363,2912,42,628,325,657,600,464,46.4%,1350,676,Segura (Crecimiento Alto)
1198,Cajeme,1137,3122,1097,1698,57,602,327,1514,191,235,40.0%,679,340,Competida (Swing)
1199,San Luis Rio Colorado,2945,1386,3324,4768,106,1505,146,524,1101,808,59.2%,2822,1412,Segura (Crecimiento Alto)
1200,Guaymas,1932,2461,722,565,113,1016,329,909,158,127,40.6%,229,115,Favorable (Estable)
1201,Cajeme,822,2245,1897,3391,56,326,148,787,348,454,43.5%,1476,739,Competida (Swing)
1202,Nogales,645,2430,2045,4712,28,263,243,1230,604,582,59.8%,2815,1408,Segura (Crecimiento Alto)
1203,Cajeme,1208,2763,848,1099,56,478,262,1117,283,184,56.7%,623,312,Favorable (Estable)
1204,Guaymas,1029,3195,2573,5030,46,591,387,1484,487,594,43.3%,2177,1089,Competida (Swing)
1205,Hermosillo,1925,1722,3209,4425,144,794,201,824,640,721,43.7%,1934,968,Competida (Swing)
1206,Cajeme,2692,2310,1631,1275,223,1289,348,833,423,451,55.2%,704,353,Competida (Swing)
1207,San Luis Rio Colorado,1378,1108,3195,5891,67,645,230,412,673,878,50.0%,2946,1474,Competida (Swing)
1208,Guaymas,1260,1928,1691,2035,75,651,178,760,589,470,64.5%,1312,657,Segura (Crecimiento Alto)
1209,Cajeme,1470,2874,1964,2590,106,768,388,1011,712,443,60.6%,1569,785,Segura (Crecimiento Alto)
1210,Nogales,2426,2424,742,484,141,1176,274,706,260,166,59.2%,286,144,Favorable (Estable)
1211,Guaymas,2359,1450,1030,682,164,940,255,609,271,311,58.2%,396,199,Competida (Swing)
1212,Guaymas,2197,1513,2603,3135,185,1157,162,438,694,855,61.3%,1922,962,Competida (Swing)
1213,Hermosillo,1527,2508,578,541,55,736,357,828,200,131,59.0%,319,160,Favorable (Estable)
1214,Nogales,2365,3152,833,665,173,1037,596,1291,194,250,54.9%,364,183,Competida (Swing)
1215,Cajeme,1076,2066,3393,6043,64,478,202,754,596,763,41.3%,2495,1248,Competida (Swing)
1216,San Luis Rio Colorado,634,2651,2240,5629,25,299,533,1135,704,501,55.4%,3121,1561,Segura (Crecimiento Alto)
1217,Guaymas,1441,2907,2787,4147,57,526,223,1067,884,845,63.9%,2651,1326,Segura (Crecimiento Alto)
1218,Cajeme,641,1143,1059,1434,27,275,166,415,270,215,47.1%,675,338,Segura (Crecimiento Alto)
1219,San Luis Rio Colorado,2304,2137,2266,2252,63,1106,164,782,488,619,50.4%,1133,567,Competida (Swing)
1220,Nogales,2554,2003,1826,1548,117,1359,300,810,526,540,60.1%,930,466,Competida (Swing)
1221,Hermosillo,1665,3166,2205,2864,90,732,445,968,441,426,40.5%,1159,580,Favorable (Estable)
1222,San Luis Rio Colorado,542,2673,1948,5513,34,209,208,1001,535,606,60.4%,3328,1665,Competida (Swing)
1223,Cajeme,1008,1545,2863,4846,45,512,137,591,653,532,42.6%,2066,1034,Segura (Crecimiento Alto)
1224,Navojoa,1765,2484,2875,3686,95,607,352,780,515,652,41.8%,1542,772,Competida (Swing)
1225,Guaymas,2994,994,3308,6053,141,1386,149,342,716,652,42.6%,2580,1291,Segura (Crecimiento Alto)
1226,Nogales,654,1422,3025,6506,31,258,233,470,690,970,56.6%,3679,1840,Competida (Swing)
1227,Guaymas,1718,1974,1582,1542,49,668,292,780,360,284,41.9%,646,324,Segura (Crecimiento Alto)
1228,Nogales,1947,596,2265,4650,51,808,83,282,520,449,44.1%,2048,1025,Segura (Crecimiento Alto)
1229,Hermosillo,612,1125,2118,3940,26,350,208,469,595,434,50.0%,1971,986,Segura (Crecimiento Alto)
1230,Guaymas,1503,2317,1655,1866,93,698,245,692,356,428,48.8%,911,456,Competida (Swing)
1231,Hermosillo,2297,815,1994,2793,139,924,100,339,540,391,48.1%,1343,672,Segura (Crecimiento Alto)
1232,Nogales,1915,1497,807,532,76,1121,133,546,254,177,55.0%,292,147,Segura (Crecimiento Alto)
1233,Nogales,2846,1064,1083,753,140,1604,128,491,302,284,55.8%,419,210,Segura (Crecimiento Alto)
1234,San Luis Rio Colorado,881,1426,1744,2477,27,435,260,480,465,482,56.0%,1386,694,Competida (Swing)
1235,Cajeme,2404,3075,791,607,88,1054,507,1412,199,222,54.9%,333,167,Competida (Swing)
1236,Guaymas,1371,1877,3390,5381,95,609,256,790,1056,783,55.9%,3007,1504,Segura (Crecimiento Alto)
1237,San Luis Rio Colorado,1135,1622,2324,3325,58,445,258,656,630,759,61.6%,2047,1024,Competida (Swing)
1238,Guaymas,2986,1571,3109,3894,231,1359,206,506,1018,672,56.0%,2181,1091,Segura (Crecimiento Alto)
1239,Nogales,633,2170,3353,8337,35,278,228,841,1165,747,58.8%,4900,2451,Segura (Crecimiento Alto)
1240,Hermosillo,1949,1896,1607,1462,117,644,288,600,418,563,62.9%,919,460,Competida (Swing)
1241,San Luis Rio Colorado,1237,1605,2970,4674,67,611,165,470,784,986,61.4%,2870,1436,Competida (Swing)
1242,Nogales,1207,2504,1560,2104,38,460,410,851,395,319,47.2%,992,497,Favorable (Estable)
1243,Navojoa,690,841,3145,7797,51,327,115,260,698,639,43.8%,3416,1709,Segura (Crecimiento Alto)
1244,San Luis Rio Colorado,1880,2207,1043,858,108,917,204,655,266,173,43.3%,371,186,Segura (Crecimiento Alto)
1245,Guaymas,2938,1218,1228,873,110,1478,127,415,362,286,54.4%,474,238,Segura (Crecimiento Alto)
1246,Cajeme,916,2386,1642,2703,45,419,253,676,541,338,55.2%,1491,746,Segura (Crecimiento Alto)
1247,Nogales,1137,951,1031,990,48,402,101,408,235,220,45.5%,450,226,Segura (Crecimiento Alto)
1248,Navojoa,2343,1907,1759,1527,188,1230,231,531,454,316,45.1%,688,345,Segura (Crecimiento Alto)
1249,Guaymas,821,1879,1983,3315,59,367,299,622,648,446,56.8%,1884,943,Segura (Crecimiento Alto)
1250,Hermosillo,2647,3187,3099,3372,102,1134,379,1109,726,629,45.0%,1518,760,Segura (Crecimiento Alto)
1251,San Luis Rio Colorado,1634,1314,825,590,58,729,146,438,149,180,41.1%,242,122,Competida (Swing)
1252,Hermosillo,1763,2922,2298,2807,56,726,477,1361,671,592,56.7%,1590,796,Segura (Crecimiento Alto)
1253,Cajeme,2998,1257,2703,3472,103,1159,112,463,572,741,50.1%,1737,869,Competida (Swing)
1254,Guaymas,911,1332,2572,4363,32,386,122,505,742,664,56.3%,2458,1230,Segura (Crecimiento Alto)
1255,Nogales,1780,2867,2776,3579,142,950,471,1016,817,653,54.6%,1953,977,Segura (Crecimiento Alto)
1256,Navojoa,1895,1163,2201,2758,116,698,130,418,573,715,60.3%,1662,832,Competida (Swing)
1257,Hermosillo,1354,1452,1865,2197,106,628,207,563,426,383,44.7%,982,492,Segura (Crecimiento Alto)
